subjects	S	condition	R	rt
5	right	sugar	right	0.312627123938583
5	left	sugar	left	0.415325380140156
5	left	sugar	right	0.252188778944407
5	left	sugar	left	0.75059435353619
5	left	sugar	right	0.29831765875037
5	left	sugar	left	0.753211462813854
5	left	sugar	left	0.402801205836239
5	right	sugar	right	0.443031616192976
5	left	sugar	left	0.483433430689754
5	left	sugar	left	0.398248971326619
5	right	sugar	left	0.311462669618199
5	right	sugar	left	0.451721033041193
5	right	sugar	left	0.28171020938006
5	right	sugar	right	0.294044143249276
5	left	sugar	right	0.337278244067866
5	right	sugar	right	0.42581512848398
5	left	sugar	left	0.774260050706707
5	right	sugar	right	0.37531408089361
5	left	sugar	left	0.436386794201687
5	left	sugar	right	0.268475039038344
5	right	sugar	right	0.535921602594587
5	right	sugar	left	1.23000700883138
5	left	sugar	left	0.356803928875378
5	right	sugar	right	0.518218406043317
5	right	sugar	left	0.541410430550324
5	right	sugar	right	0.442711508949493
5	left	sugar	right	0.280143841589759
5	left	sugar	left	0.398996291642257
5	left	sugar	left	0.350623243504571
5	right	sugar	right	0.412042060709398
5	right	sugar	right	0.437765538631362
5	left	sugar	left	0.268275870463539
5	left	sugar	left	0.270603465230631
5	right	sugar	right	0.319363751497607
5	left	sugar	left	0.481339751434679
5	left	sugar	right	0.762442770353939
5	right	sugar	right	0.284033178448994
5	left	sugar	left	0.497905242095643
5	right	sugar	right	0.814658655077854
5	left	sugar	right	0.300537918095925
5	right	sugar	left	0.336523051371035
5	left	sugar	left	0.379560084546291
5	left	sugar	left	0.804434217971675
5	left	sugar	right	0.307126999689748
5	left	sugar	left	0.280896090333062
5	left	sugar	left	0.281201856446436
5	right	sugar	right	0.377104685035922
5	right	sugar	right	0.639968428607563
5	right	sugar	left	0.396585676535486
5	left	sugar	right	0.48037052511059
5	right	sugar	right	0.4213893694176
5	left	sugar	left	0.678316795193722
5	right	sugar	right	0.348288072688414
5	right	sugar	right	0.2610454621176
5	right	sugar	right	0.374876198430693
5	right	sugar	right	0.379093802902507
5	left	sugar	right	0.321437434507328
5	right	sugar	right	0.307066059053391
5	right	sugar	left	0.58651280061496
5	left	sugar	right	0.437233925994
5	right	sugar	left	0.793400008421638
5	left	sugar	left	0.626864686155443
5	right	sugar	left	0.285354892311706
5	right	sugar	right	0.284071636605232
5	left	sugar	right	0.267440577990171
5	right	sugar	right	0.277232334934655
5	right	sugar	right	0.789192969287404
5	left	sugar	right	0.309594891887149
5	left	sugar	right	0.283730569875599
5	right	sugar	right	0.34877678914598
5	right	sugar	right	0.498256109606118
5	left	sugar	left	0.735215269113062
5	right	sugar	right	0.337574376369849
5	right	sugar	right	0.487308590157609
5	right	sugar	right	0.77884742507625
5	left	sugar	right	0.301382790929437
5	left	sugar	left	0.381626587567984
5	right	sugar	left	0.378475786335729
5	right	sugar	right	0.496818610461627
5	left	sugar	left	0.336537688290686
5	left	sugar	left	0.442843793243108
5	left	sugar	left	0.276976496955905
5	left	sugar	left	0.411887501080552
5	right	sugar	right	0.521580904463502
5	left	sugar	left	0.555008969778182
5	right	cucumber	right	0.341636752523047
5	left	cucumber	left	0.367620682640744
5	left	cucumber	left	0.298597695431415
5	right	cucumber	right	0.492071896679854
5	right	cucumber	right	0.798432335932027
5	left	cucumber	right	0.326576496475869
5	right	cucumber	right	0.520223088937182
5	left	cucumber	left	0.344204919760462
5	left	cucumber	left	0.274562780523953
5	right	cucumber	left	0.598788281185823
5	left	cucumber	left	0.279614638452509
5	right	cucumber	right	0.688461329643713
5	right	cucumber	right	0.301145489843484
5	right	cucumber	right	0.598394607545157
5	right	cucumber	left	0.65178436282028
5	left	cucumber	right	0.353879431856769
5	right	cucumber	left	0.731668023833562
5	left	cucumber	left	0.373300745088751
5	left	cucumber	left	0.275239181619777
5	right	cucumber	right	0.346113086417357
5	left	cucumber	right	0.37859038561041
5	right	cucumber	right	0.368436057406884
5	right	cucumber	right	0.547662570656893
5	left	cucumber	right	0.670788427388543
5	right	cucumber	right	0.364270664145721
5	right	cucumber	left	0.315230793680249
5	right	cucumber	right	0.343792228926414
5	left	cucumber	left	0.387473019781449
5	left	cucumber	left	0.309853778866424
5	left	cucumber	right	0.931388881278388
5	left	cucumber	left	0.302422466119771
5	right	cucumber	left	1.16195445443367
5	left	cucumber	left	0.58993312386478
5	right	cucumber	right	0.275896449434148
5	left	cucumber	left	0.405404568984786
5	left	cucumber	left	0.352130577250814
5	right	cucumber	right	0.288085043420089
5	right	cucumber	right	0.2567210283912
5	right	cucumber	right	0.483875414642446
5	right	cucumber	left	0.445397592420547
5	left	cucumber	left	0.320437366789466
5	right	cucumber	right	0.497000111874178
5	right	cucumber	right	0.762493933568106
5	left	cucumber	left	0.466689511592219
5	left	cucumber	left	0.324701972997141
5	left	cucumber	left	0.494126000221297
5	left	cucumber	right	0.502323304081938
5	right	cucumber	left	0.493346807295715
5	right	cucumber	right	0.34641156825537
5	right	cucumber	right	0.368611850371269
5	right	cucumber	right	0.731833294430008
5	right	cucumber	right	0.320372665545029
5	right	cucumber	left	0.476752817426157
5	left	cucumber	right	0.89118203465512
5	right	cucumber	right	0.305900577742935
5	right	cucumber	left	0.516456091476808
5	right	cucumber	right	0.362852482692907
5	left	cucumber	left	0.493943193647959
5	right	cucumber	right	0.374189058292284
5	right	cucumber	right	0.356782611465124
5	left	cucumber	left	0.432307396395993
5	right	cucumber	right	0.562381902804726
5	right	cucumber	right	0.376158216409531
5	right	cucumber	right	0.306464607412306
5	right	cucumber	right	0.528605684687137
5	left	cucumber	left	0.28594788622332
5	right	cucumber	right	0.425333104617319
5	left	cucumber	left	0.321572043435726
5	left	cucumber	left	0.613901937955415
5	left	cucumber	left	0.346417751636692
5	right	cucumber	left	0.34122760443638
5	right	cucumber	left	0.553376892154199
5	right	cucumber	right	0.379144532699125
5	left	cucumber	right	0.533422423754587
5	left	cucumber	left	0.428419889983456
5	right	cucumber	right	0.32655262687561
5	left	cucumber	left	0.454058448145061
5	left	cucumber	left	0.342139653432774
5	left	cucumber	left	0.737151960501634
5	right	cucumber	right	0.549686660250386
5	left	cucumber	left	0.294339186935873
5	left	cucumber	left	0.440948956756995
5	left	cucumber	left	0.65182583593667
5	right	cucumber	right	0.284970014104658
5	left	cucumber	right	0.751184411304751
5	right	cucumber	right	0.365007702828096
5	left	cucumber	left	0.516086947914905
5	right	cucumber	left	0.36815745897032
5	right	cucumber	right	0.529709578831456
5	right	cucumber	right	0.462953160051148
5	left	cucumber	left	0.312494183574893
5	left	cucumber	left	0.432317931345306
5	right	cucumber	right	0.770712087534052
5	left	cucumber	left	0.472099882122423
5	right	cucumber	right	0.329244347703275
5	right	cucumber	right	0.559373430450294
5	left	cucumber	left	0.539455846271846
5	right	cucumber	left	0.613957178457354
5	left	cucumber	right	0.593585785707809
5	left	cucumber	left	0.875508862705709
5	left	cucumber	right	0.334886830178788
5	right	cucumber	right	0.49307276245673
5	right	cucumber	right	0.487360790440304
5	left	cucumber	left	0.297233261083888
5	right	cucumber	right	0.265455070849009
5	left	cucumber	left	0.332483550946138
5	left	cucumber	right	0.330206344781811
5	left	cucumber	right	0.438335861704181
5	right	cucumber	right	0.667190626414025
5	left	cucumber	left	0.361346645209923
5	left	cucumber	right	0.322351848564955
5	right	cucumber	right	0.474015068489912
5	right	cucumber	right	0.382974818235357
5	right	cucumber	left	0.558230783040657
5	right	cucumber	right	0.346896918881564
5	left	cucumber	right	0.408331879749743
5	right	cucumber	right	0.59519950586107
5	left	cucumber	left	0.347651020502109
5	right	cucumber	right	0.320004458638496
5	left	cucumber	left	0.568233224044509
5	right	cucumber	right	0.305927061162855
5	right	cucumber	left	0.64765409840234
5	right	cucumber	right	0.415912421734062
5	left	cucumber	left	0.293396843285419
5	left	cucumber	left	0.3920709417599
5	right	cucumber	right	0.386014105561514
5	right	cucumber	right	0.327955386886155
5	right	cucumber	right	0.747860269126512
5	right	cucumber	left	0.401079468170097
5	left	cucumber	left	0.431891569216365
5	right	cucumber	right	0.452419154645245
5	left	cucumber	right	0.463816848161902
5	left	cucumber	left	0.412984317201178
5	left	cucumber	left	0.271922516880648
5	right	cucumber	right	0.275133136864225
5	right	cucumber	left	1.16618355044974
5	right	cucumber	right	0.354655571917733
5	left	cucumber	left	0.279107311108426
5	left	cucumber	right	0.597013725998159
5	left	cucumber	left	0.304112930279409
5	left	cucumber	left	0.279167796263854
5	right	cucumber	right	0.299610226486817
5	left	cucumber	right	0.490503032034127
5	right	cucumber	left	0.353594227047602
5	left	cucumber	right	0.405176059613026
5	right	cucumber	right	0.310036777084931
5	right	cucumber	right	0.42528663916304
5	right	cucumber	right	0.381530970222655
5	left	cucumber	left	0.647480909099981
5	left	cucumber	right	0.443299330175229
5	right	cucumber	right	0.638843683279656
5	left	cucumber	left	0.346507980051488
5	right	cucumber	left	0.413618197430231
5	right	cucumber	left	0.687868899662889
5	right	cucumber	right	0.651633720767609
5	left	cucumber	right	0.471329970343557
5	left	cucumber	left	0.265147754941696
5	right	cucumber	right	0.459065021817223
5	left	cucumber	left	0.265935715201781
5	left	cucumber	left	0.375843838964398
5	right	cucumber	right	0.334107866705306
5	right	cucumber	left	0.58009011047174
5	left	cucumber	right	0.453405679738493
5	left	cucumber	left	0.285749805963637
5	left	cucumber	left	0.289054299271846
5	right	cucumber	right	0.379207372219242
5	right	cucumber	right	0.72092626965159
5	right	cucumber	left	0.598562830430001
5	left	cucumber	right	0.384534317006752
5	left	cucumber	right	0.484329057918658
5	left	cucumber	left	0.453029308250853
5	left	cucumber	left	0.483607663230979
5	left	cucumber	left	0.359206708097292
5	left	cucumber	right	0.659166049357186
5	left	cucumber	left	0.367999307683506
5	left	cucumber	left	0.60175941290741
5	left	cucumber	left	0.286449934800233
5	right	cucumber	right	0.263177284472462
5	left	cucumber	left	0.812049661486628
5	left	cucumber	left	0.403320436098166
5	right	cucumber	right	0.426752013482251
5	left	cucumber	left	0.659985969211853
5	right	cucumber	right	0.492873957044472
5	left	cucumber	right	0.353411422098063
5	right	cucumber	right	0.855642775687514
5	right	cucumber	right	0.262293705314795
5	left	cucumber	left	0.305731362287372
5	right	cucumber	right	0.373173699262323
5	left	cucumber	left	0.53260199767199
5	left	cucumber	left	0.357845053014414
5	right	cucumber	right	0.264563098713354
5	right	cucumber	right	0.488013781537697
5	left	cucumber	left	0.295466508330636
5	left	cucumber	left	0.388384819032627
5	left	cucumber	left	0.290240369523891
5	left	cucumber	right	0.912758138757877
5	right	cucumber	right	0.398349566913511
5	left	cucumber	right	0.286336715022047
5	left	cucumber	left	0.354635959713471
5	right	cucumber	right	0.51651877379646
5	left	cucumber	left	0.338524450589415
5	left	cucumber	left	0.336208295105542
5	right	cucumber	right	0.444068545577472
5	right	cucumber	right	0.523705602610626
5	left	cucumber	left	0.426697309673108
5	left	cucumber	right	0.294341271437923
5	right	cucumber	left	0.329008304867973
5	left	cucumber	right	0.462810400631991
5	left	cucumber	left	0.347689981861084
5	right	cucumber	right	0.298392207047436
5	right	cucumber	right	0.579013270421816
5	left	cucumber	left	0.873298363377294
5	right	cucumber	right	0.353119358457445
5	right	cucumber	right	0.409899714755501
5	left	cucumber	right	0.280871732122547
5	right	cucumber	right	0.449145460872294
5	left	cucumber	left	0.381616279887846
5	right	cucumber	right	0.518531234258317
5	right	cucumber	right	0.324812369864296
5	left	cucumber	right	0.392516342859753
5	right	cucumber	right	0.441551797195515
5	left	cucumber	left	0.278555626864928
5	left	cucumber	left	0.322570975142768
5	right	cucumber	right	0.394886972676076
5	right	cucumber	right	0.269393465137126
5	right	cucumber	right	0.306345201996008
5	left	cucumber	right	0.344505891718881
5	right	cucumber	left	0.283804630977778
5	left	cucumber	right	0.320332145234181
5	left	cucumber	left	0.298914819481687
6	right	sugar	left	0.291295456481689
6	left	sugar	right	0.822975861088954
6	left	sugar	left	0.382728481698253
6	right	sugar	right	0.814671013642307
6	left	sugar	left	0.306652045230546
6	left	sugar	right	0.451905518030753
6	right	sugar	right	0.83756949424465
6	left	sugar	left	0.588349453394932
6	right	sugar	right	0.351644620509639
6	left	sugar	right	0.32246029163285
6	right	sugar	right	0.541263343402046
6	left	sugar	right	0.526927075040283
6	left	sugar	right	0.322615762853795
6	right	sugar	left	0.409713483462527
6	right	sugar	left	0.418028530763489
6	right	sugar	right	0.358767386041811
6	right	sugar	right	1.11817631619823
6	right	sugar	right	0.325563702403031
6	right	sugar	right	0.263072432106623
6	right	sugar	left	0.395013940828703
6	right	sugar	right	0.331255447549942
6	left	sugar	right	0.428441782136252
6	left	sugar	right	0.367477864888167
6	left	sugar	left	0.365443206879764
6	right	sugar	right	0.240867032181077
6	left	sugar	left	0.769428698304405
6	right	sugar	right	0.38470912597155
6	left	sugar	right	0.295377410362495
6	left	sugar	left	0.80550786456363
6	right	sugar	left	0.563731643087896
6	right	sugar	left	0.477744273943649
6	left	sugar	right	0.511677079083742
6	right	sugar	right	0.734229754306836
6	right	sugar	right	0.391442366777295
6	right	sugar	right	0.322646472336184
6	right	sugar	left	0.545669556648903
6	left	sugar	left	0.485776524524803
6	left	sugar	left	0.447627031192265
6	right	sugar	right	0.306454090694255
6	left	sugar	right	0.310086731537422
6	right	sugar	left	0.428293420134591
6	left	sugar	left	0.679424309760447
6	right	sugar	left	0.358609328361663
6	right	sugar	left	0.265279783160784
6	left	sugar	left	0.356095691939942
6	right	sugar	left	0.374521636469332
6	right	sugar	right	0.388408825558171
6	right	sugar	right	0.440580087755431
6	right	sugar	right	0.484975496395974
6	right	sugar	right	0.743421790664583
6	left	sugar	right	0.360543798878499
6	right	sugar	left	0.562552767302418
6	left	sugar	left	0.2888037212104
6	left	sugar	right	0.328793035778911
6	left	sugar	left	0.265481705985866
6	right	sugar	left	0.332796168969352
6	right	sugar	right	0.566769577187545
6	right	sugar	right	0.371055306514629
6	left	sugar	left	0.524692508537967
6	right	sugar	right	0.951153825867298
6	right	sugar	right	0.3034343178882
6	right	sugar	right	0.81682121165827
6	right	sugar	left	0.268552256549991
6	right	sugar	left	0.936084416205831
6	left	sugar	left	0.55634121227494
6	right	sugar	right	0.37973406194372
6	left	sugar	left	0.602525261175176
6	left	sugar	left	0.62815932494415
6	right	sugar	right	0.404643484792923
6	left	sugar	right	0.443359441391734
6	right	sugar	right	0.547531728333731
6	right	sugar	right	0.911441891357862
6	left	sugar	left	0.294700990397955
6	left	sugar	right	0.293557187351619
6	left	sugar	left	0.952667587876901
6	left	sugar	left	0.749625120424098
6	right	sugar	left	0.299581879450051
6	right	sugar	right	0.346720154177166
6	left	sugar	left	0.687510303241533
6	left	sugar	left	0.396544189706801
6	right	sugar	right	0.339331566238619
6	left	sugar	right	0.608659207355506
6	left	sugar	right	0.539420785516781
6	right	sugar	right	0.458083571094364
6	left	sugar	left	0.305835303931734
6	right	sugar	right	0.537748582769351
6	right	sugar	right	0.297649381907346
6	left	sugar	right	0.659713285906797
6	left	sugar	left	0.268956316874483
6	left	sugar	left	0.635295678619598
6	right	sugar	left	0.497398325893768
6	right	sugar	right	0.562036024219255
6	left	sugar	left	0.346687355317108
6	left	sugar	left	0.277129012614037
6	left	sugar	left	0.421306593773226
6	left	sugar	left	0.41125557545026
6	left	sugar	left	0.43445190356403
6	left	sugar	right	0.326361648205878
6	right	sugar	left	0.532224099841532
6	left	sugar	left	0.314330924335902
6	left	sugar	right	0.578798625427071
